cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,population,poor
CYP,2022,Other High Income Countries,OHI,Cyprus,CYP,2019,national,,,,income,,,2.113,0.0015,0.0015,0.0015,0,51.5746,43.1973,,,,,,,,,,,,,,,0.6682,1228836,28360.0312,18283.6816,FALSE,micro,survey,1224000,1836
CZE,2022,Europe & Central Asia,ECA,Czech Republic,CZE,2019,national,,,,income,,,2.215,0,0,0,0,39.3665,34.5639,,,,,,,,,,,,,,,13.6514,10671870,20206.4256,9536.6521,FALSE,micro,survey,10632000,0
DEU,2022,Other High Income Countries,OHI,Germany,DEU,2019,national,,,,income,,,2.201,0,0,0,0,65.8802,55.5203,,,,,,,,,,,,,,,0.7872,83092962,43284.6025,22938.5767,FALSE,micro,survey,82592000,0
DJI,2022,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,1.9,0.1429,0.046,0.022,0.0667,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation,1028000,146901.2
DMA,2022,Latin America & Caribbean,LCN,Dominica,DMA,,,,,,,,,,0.041147981531336,,,,,,,,,,,,,,,,,,,,,,,,,,regional,75000,3086.0986148502
DNK,2022,Other High Income Countries,OHI,Denmark,DNK,2019,national,,,,income,,,2.174,0.0025,0.0021,0.0019,0.0041,62.7364,54.0781,,,,,,,,,,,,,,,7.891,5814422,57203.0278,27010.256,FALSE,micro,survey,5843000,14607.5
DOM,2022,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,2.041,0.0076,0.002,0.0012,0.0017,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey,11324000,86062.4
DZA,2022,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.177,0.0033,0.0013,0.001,0.001,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation,44585000,147130.5
ECU,2022,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,2.109,0.0341,0.0105,0.0047,0.014,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey,17800000,606980
EGY,2022,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,1.928,0.0108,0.0018,5e-04,0.0023,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation,106416000,1149292.8
ERI,2022,Sub-Saharan Africa,SSF,Eritrea,ERI,,,,,,,,,,0.33944623146854,,,,,,,,,,,,,,,,,,,,,,,,,,regional,5679000,1927715.14850984
ESP,2022,Other High Income Countries,OHI,Spain,ESP,2019,national,,,,income,,,2.237,0.0079,0.0058,0.0048,0.0083,46.8662,40.2915,,,,,,,,,,,,,,,0.7029,47134837,28087.8979,16133.6231,FALSE,micro,survey,46424000,366749.6
EST,2022,Europe & Central Asia,ECA,Estonia,EST,2019,national,,,,income,,,2.024,0.0048,0.0031,0.0028,0.0075,41.0067,34.645,,,,,,,,,,,,,,,0.5964,1326898,20269.5751,10398.8172,FALSE,micro,survey,1293000,6206.4
ETH,2022,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,1.858,0.1288,0.0326,0.0116,0.0411,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation,118065000,15206772
FIN,2022,Other High Income Countries,OHI,Finland,FIN,2019,national,,,,income,,,2.126,4e-04,4e-04,4e-04,9.3239e-07,58.8479,51.2622,,,,,,,,,,,,,,,0.9333,5521606,46135.8814,24465.0783,FALSE,micro,survey,5617000,2246.8
FJI,2022,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,2.278,0.0158,0.0021,5e-04,0.0025,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation,936000,14788.8
FRA,2022,Other High Income Countries,OHI,France,FRA,2019,national,,,,income,,,2.146,5e-04,2e-04,1e-04,3e-04,56.189,48.5685,,,,,,,,,,,,,,,0.8354,67388001,38832.0242,20764.6107,FALSE,micro,survey,66183000,33091.5
FRO,2022,Other High Income Countries,ECS,Faroe Islands,FRO,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,51000,309.825097331102
FSM,2022,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,2.268,0.1639,0.0599,0.032,0.0937,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation,109000,17865.1
GAB,2022,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,2.378,0.033,0.008,0.0032,0.0107,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation,2238000,73854
GBR,2022,Other High Income Countries,OHI,United Kingdom,GBR,2019,national,,,,income,,,2.212,0.005,0.0026,0.0023,0.0084,55.1567,47.0616,,,,,,,,,,,,,,,0.7797,66836327,47491.5946,30920.5374,FALSE,micro,survey,68057000,340285
GEO,2022,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,1.756,0.0255,0.0056,0.002,0.0071,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey,3876000,98838
GHA,2022,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,2.218,0.2305,0.0837,0.0434,0.1274,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation,32018000,7380149
GIB,2022,Other High Income Countries,ECS,Gibraltar,GIB,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,35000,212.625066795854
GIN,2022,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.022,0.1105,0.0235,0.0077,0.0292,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation,14475000,1599487.5
GMB,2022,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.19,0.1575,0.0403,0.0155,0.0522,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation,2427000,382252.5
GNB,2022,Sub-Saharan Africa,SSA,Guinea-Bissau,GNB,2019,national,,,,consumption,,,2.173,0.2165,0.0469,0.0151,0.0575,4.2559,3.3527,,,,,,,,,,,,,,,232.1995,1970457,633.7257,516.7659,TRUE,micro,extrapolation,2096000,453784
GNQ,2022,Sub-Saharan Africa,SSF,Equatorial Guinea,GNQ,,,,,,,,,,0.33944623146854,,,,,,,,,,,,,,,,,,,,,,,,,,regional,1498000,508490.454739874
GRC,2022,Other High Income Countries,OHI,Greece,GRC,2019,national,,,,income,,,2.014,0.0068,0.004,0.0033,0.0045,28.48,24.6129,,,,,,,,,,,,,,,0.6463,10721582,19018.9021,13165.8536,FALSE,micro,survey,11044000,75099.2
GRD,2022,Latin America & Caribbean,LCN,Grenada,GRD,,,,,,,,,,0.041147981531336,,,,,,,,,,,,,,,,,,,,,,,,,,regional,111000,4567.4259499783
GRL,2022,Other High Income Countries,ECS,Greenland,GRL,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,57000,346.27510878182
GTM,2022,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,2.021,0.0582,0.0173,0.0079,0.0237,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation,18577000,1081181.4
GUM,2022,Other High Income Countries,EAS,Guam,GUM,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,171000,1038.82532634546
GUY,2022,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,0.868,0.0321,0.0239,0.0199,0.058,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation,799000,25647.9
HKG,2022,Other High Income Countries,EAS,"Hong Kong SAR, China",HKG,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,7643000,46431.2395863061
HND,2022,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,1.988,0.1057,0.0371,0.0186,0.0513,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey,10017000,1058796.9
HRV,2022,Europe & Central Asia,ECA,Croatia,HRV,2019,national,,,,income,,,1.86,0.0023,0.0015,0.0012,0.0013,29.0816,26.1209,,,,,,,,,,,,,,,3.8147,4065253,14211.7554,8305.2544,FALSE,micro,survey,4069000,9358.7
HTI,2022,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,2.315,0.2779,0.0944,0.0442,0.1333,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation,11623000,3230031.7
HUN,2022,Europe & Central Asia,ECA,Hungary,HUN,2019,national,,,,income,,,1.938,0.0027,0.0011,6e-04,0.0016,28.2687,24.7641,,,,,,,,,,,,,,,147.3767,9771141,15083.5992,7623.8063,FALSE,micro,survey,9551000,25787.7
IDN-R,2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,2.109,0.0529,0.007,0.0015,0.008,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey,116701000,6173482.9
IDN-U,2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,2.109,0.0287,0.0035,7e-04,0.0039,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey,160724000,4612778.8
IMN,2022,Other High Income Countries,ECS,Isle of Man,IMN,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,87000,528.525166035409
IND-R,2022,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.947,0.0853,0.0145,0.004,0.0172,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation,905110000,77205883
IND-U,2022,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.947,0.0722,0.0146,0.0046,0.0179,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation,506305000,36555221
IRL,2022,Other High Income Countries,OHI,Ireland,IRL,2019,national,,,,income,,,2.253,6e-04,3e-04,2e-04,5e-04,55.8337,46.4123,,,,,,,,,,,,,,,0.9707,4934340,75239.3029,22186.4542,FALSE,micro,survey,4962000,2977.2
IRN,2022,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,2.031,0.0075,0.0015,5e-04,0.002,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation,84982000,637365
IRQ,2022,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,2.016,2e-04,0,5.9199e-06,0,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation,43736000,8747.2
ISL,2022,Other High Income Countries,OHI,Iceland,ISL,2019,national,,,,income,,,2.026,0,0,0,0,63.9718,57.4161,,,,,,,,,,,,,,,155.6479,360563,57461.802,29667.6889,TRUE,micro,extrapolation,348000,0
ISR,2022,Other High Income Countries,OHI,Israel,ISR,2019,national,,,,income,,,2.057,0.0024,0.0015,0.001,0.0025,41.8123,34.2144,,,,,,,,,,,,,,,4.2066,9054000,39591.3688,21076.2633,TRUE,micro,extrapolation,8969000,21525.6
ITA,2022,Other High Income Countries,OHI,Italy,ITA,2019,national,,,,income,,,2.159,0.0099,0.0084,0.0076,0.0082,49.8979,42.6229,,,,,,,,,,,,,,,0.7672,59729081,32114.2999,19429.6139,FALSE,micro,survey,58937000,583476.3
JAM,2022,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,2.323,0.0147,0.0032,0.001,0.0039,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation,2924000,42982.8
JOR,2022,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,2.129,0.001,2e-04,1e-04,2e-04,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation,10405000,10405
JPN,2022,Other High Income Countries,OHI,Japan,JPN,2019,national,,,,income,,,2.204,0.0073,0.0021,8e-04,0.0028,49.628,41.1911,,,,,,,,,,,,,,,113.0232,126633000,36043.7844,19619.9766,TRUE,micro,extrapolation,125697000,917588.1
KAZ,2022,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,2.145,2e-04,0,2.5052e-06,0,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation,19131000,3826.2
KEN,2022,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.114,0.3056,0.0827,0.0326,0.1083,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation,56082000,17138659.2
KGZ,2022,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,1.94,0.004,0.0012,7e-04,0.0022,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey,6459000,25836
KHM,2022,East Asia & Pacific,EAS,Cambodia,KHM,,,,,,,,,,0.0115349327536606,,,,,,,,,,,,,,,,,,,,,,,,,,regional,17167000,198020.190582092
KIR,2022,East Asia & Pacific,EAP,Kiribati,KIR,2019,national,,,,consumption,,,2.071,0.015,0.0027,7e-04,0.0031,6.2648,5.3335,,,,,,,,,,,,,,,0.981,124241,1405.4692,1327.3395,TRUE,micro,interpolation,126000,1890
KNA,2022,Other High Income Countries,LCN,St. Kitts and Nevis,KNA,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,58000,352.350110690273
KOR,2022,Other High Income Countries,OHI,"Korea, Rep.",KOR,2019,national,,,,income,,,2.082,0.0023,5e-04,1e-04,5e-04,46.2939,40.2473,,,,,,,,,,,,,,,974.2056,51764822,31640.2146,15269.1918,TRUE,micro,extrapolation,51817000,119179.1
KWT,2022,Other High Income Countries,MEA,Kuwait,KWT,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,4422000,26863.6584391791
LAO,2022,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.146,0.0656,0.0105,0.0029,0.0124,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation,7358000,482684.8
LBN,2022,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.342,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation,5875000,0
LBR,2022,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,2.161,0.3082,0.0857,0.0341,0.1121,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation,5363000,1652876.6
LBY,2022,Middle East & North Africa,MEA,Libya,LBY,,,,,,,,,,0.105825984833697,,,,,,,,,,,,,,,,,,,,,,,,,,regional,6823000,722050.694520315
LCA,2022,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,2.19,0.0498,0.027,0.0193,0.034,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation,183000,9113.4
LIE,2022,Other High Income Countries,ECS,Liechtenstein,LIE,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,39000,236.925074429666
LKA,2022,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.485,0.0212,0.003,7e-04,0.0034,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey,21204000,449524.8
LSO,2022,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,2.052,0.3222,0.1157,0.0571,0.1677,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation,2381000,767158.2
LTU,2022,Europe & Central Asia,ECA,Lithuania,LTU,2019,national,,,,income,,,2.059,0.0053,0.0034,0.0029,0.0027,38.3872,30.7122,,,,,,,,,,,,,,,0.4884,2794137,17249.7184,10639.5826,FALSE,micro,survey,2828000,14988.4
LUX,2022,Other High Income Countries,OHI,Luxembourg,LUX,2019,national,,,,income,,,2.163,0.001,9e-04,8e-04,0.0014,84.4537,69.4506,,,,,,,,,,,,,,,0.9658,620001,106729.0249,35225.8554,FALSE,micro,survey,619000,619
LVA,2022,Europe & Central Asia,ECA,Latvia,LVA,2019,national,,,,income,,,1.897,0.0024,0.0018,0.0014,0.0027,32.9305,26.9349,,,,,,,,,,,,,,,0.5538,1913822,16069.8404,9342.1888,FALSE,micro,survey,1859000,4461.6
MAC,2022,Other High Income Countries,EAS,"Macao SAR, China",MAC,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,672000,4082.4012824804
,2022,Other High Income Countries,LCN,St. Martin (French part),MAF,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,
MAR,2022,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,2.136,0.0097,0.0017,5e-04,0.002,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation,37914000,367765.8
MCO,2022,Other High Income Countries,ECS,Monaco,MCO,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,40000,243.000076338119
MDA,2022,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,2.004,0,0,0,0,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey,3991000,0
MDG,2022,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,2.144,0.7866,0.4017,0.2434,0.6566,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation,29176000,22949841.6
MDV,2022,South Asia,SAS,Maldives,MDV,2019,national,,,,consumption,,,2.142,0,0,0,0,22.6101,19.1262,,,,,,,,,,,,,,,9.7936,504508,10753.1213,4936.2987,TRUE,micro,interpolation,472000,0
MEX,2022,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,2.14,0.0267,0.008,0.0038,0.0103,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation,136869000,3654402.3
MHL,2022,East Asia & Pacific,EAP,Marshall Islands,MHL,2019,national,,,,consumption,,,2.261,0.0085,0.0022,7e-04,0.0026,11.5648,9.1904,,,,,,,,,,,,,,,1.0292,44728,4998.7496,3838.3371,TRUE,micro,extrapolation,53000,450.5
MKD,2022,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,1.983,0.0257,0.0095,0.0049,0.0141,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey,2089000,53687.3
MLI,2022,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,2.195,0.1572,0.032,0.0101,0.0392,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation,21515000,3382158
MLT,2022,Other High Income Countries,OHI,Malta,MLT,2019,national,,,,income,,,2.096,0.003,0.0014,0.001,0.0049,54.5495,45.7108,,,,,,,,,,,,,,,0.6281,504062,28660.0277,13408.6061,FALSE,micro,survey,436000,1308
MMR,2022,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.479,0.0242,0.0039,0.001,0.0046,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation,55719000,1348399.8
MNE,2022,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,1.957,0.021,0.0085,0.0052,0.0137,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation,629000,13209
MNG,2022,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.191,0.0064,8e-04,2e-04,0.001,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation,3292000,21068.8
MNP,2022,Other High Income Countries,EAS,Northern Mariana Islands,MNP,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,55000,334.125104964914
MOZ,2022,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,2.156,0.7136,0.3493,0.2105,0.5803,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation,34171000,24384425.6
MRT,2022,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.145,0.051,0.0115,0.004,0.0144,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation,5033000,256683
MUS,2022,Sub-Saharan Africa,SSA,Mauritius,MUS,2019,national,,,,consumption,,,2.379,0.0018,2e-04,0,2e-04,17.6519,13.6099,,,,,,,,,,,,,,,18.0094,1265985,10956.945,7788.2697,TRUE,micro,extrapolation,1279000,2302.2
MWI,2022,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,2.194,0.7011,0.2938,0.1531,0.4314,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation,21446000,15035790.6
MYS,2022,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,2.048,1e-04,0,8.02e-06,0,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation,33711000,3371.1
NAM,2022,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.941,0.1486,0.0514,0.0245,0.0726,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation,2806000,416971.6
NCL,2022,Other High Income Countries,EAS,New Caledonia,NCL,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,294000,1786.05056108518
NER,2022,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,2.218,0.5239,0.1635,0.0686,0.2176,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation,25972000,13606730.8
NGA,2022,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.803,0.2173,0.0563,0.0212,0.0725,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation,216844000,47120201.2
NIC,2022,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,1.954,0.0276,0.0062,0.0023,0.0079,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation,6544000,180614.4
NLD,2022,Other High Income Countries,OHI,Netherlands,NLD,2019,national,,,,income,,,2.125,0.001,3e-04,2e-04,6e-04,62.7148,54.417,,,,,,,,,,,,,,,0.8495,17344874,48443.7321,21162.6537,FALSE,micro,survey,17277000,17277
NOR,2022,Other High Income Countries,OHI,Norway,NOR,2019,national,,,,income,,,2.097,0.0016,0.0014,0.0013,0.0042,74.0588,65.2839,,,,,,,,,,,,,,,10.7428,5347896,76712.2871,33268.0796,FALSE,micro,survey,5552000,8883.2
NPL,2022,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.906,0.0196,0.0032,9e-04,0.0038,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation,30895000,605542
NRU,2022,East Asia & Pacific,EAP,Nauru,NRU,2019,national,,,,consumption,,,2.095,0.0081,7e-04,1e-04,7e-04,7.6747,6.1818,,,,,,,,,,,,,,,1.3761,12132,8365.0554,,TRUE,micro,extrapolation,11000,89.1
NZL,2022,Other High Income Countries,EAS,New Zealand,NZL,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,4916000,29864.7093819548
OMN,2022,Other High Income Countries,MEA,Oman,OMN,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,5364000,32586.3102369418
PAK,2022,South Asia,SAS,Pakistan,PAK,2019,national,,,,consumption,,,1.944,0.0265,0.003,6e-04,0.0033,4.9658,4.0653,,,,,,,,,,,,,,,33.2507,223293280,1431.2744,1230.482,TRUE,micro,extrapolation,215824000,5719336
PAN,2022,Latin America & Caribbean,LAC,Panama,PAN,2019,national,,,,income,,,2.115,0.0093,0.0035,0.002,0.0039,33.496,21.8541,,,,,,,,,,,,,,,0.5081,4232532,15166.8809,,FALSE,micro,survey,4414000,41050.2
PER,2022,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.124,0.029,0.0075,0.003,0.0101,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey,34055000,987595
PHL,2022,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.167,0.0468,0.008,0.0022,0.0095,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation,112901000,5283766.8
PLW,2022,East Asia & Pacific,EAS,Palau,PLW,,,,,,,,,,0.0115349327536606,,,,,,,,,,,,,,,,,,,,,,,,,,regional,23000,265.303453334195
PNG,2022,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,2.835,0.4343,0.1746,0.0939,0.2644,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation,9096000,3950392.8
POL,2022,Europe & Central Asia,ECA,Poland,POL,2019,national,,,,consumption,,,2.013,0,0,0,0,20.4993,17.2409,,,,,,,,,,,,,,,1.8423,37965475,15053.2394,8818.639,FALSE,micro,survey,37741000,0
PRI,2022,Other High Income Countries,LCN,Puerto Rico,PRI,,,,,,,,,,0.00607500190845298,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3641000,22119.0819486773
PRK,2022,East Asia & Pacific,EAS,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,0.0115349327536606,,,,,,,,,,,,,,,,,,,,,,,,,,regional,26057000,300565.742762135
