cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
TON,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,2.502,0.0261,0.0054,0.0017,0.0066,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
MKD,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,3.198,0.0599,0.0214,0.0114,0.0329,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
MYS,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,3.677,0.0015,2e-04,1e-04,3e-04,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
NIC,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,2.309,0.0509,0.0112,0.0041,0.0143,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
SLV,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,2.848,0.0318,0.0077,0.0027,0.0097,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
BLR,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Belarus,BLR,2019,national,,,,consumption,,,5.401,0.0046,5e-04,1e-04,6e-04,19.1325,17.1343,,,,,,,,,,,,,,,6165.2094,9419758,6267.7658,3425.8628,FALSE,micro,survey
SWZ,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.505,0.4052,0.1538,0.0773,0.2232,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
DJI,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,2.663,0.2488,0.0889,0.0447,0.1319,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
SRB,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,4.773,0.0307,0.0063,0.0019,0.0076,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
GUY,2021,fpl_2019eq_gr_2021,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,1.92,0.0563,0.0344,0.0276,0.091,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
CHN-R,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,China,CHN,2019,rural,,,,consumption,,,1.208,3e-04,1e-04,1e-04,1e-04,9.9159,8.0993,,,,,,,,,,,,,,,3.495,558762145,10155.5114,4083.1129,FALSE,aggregate,survey
ROU,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,2.017,0.0193,0.0067,0.0042,0.0059,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
TJK,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.578,0.0633,0.0152,0.0056,0.0197,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
MDA,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,9.017,0.3426,0.0785,0.0259,0.0969,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
VNM,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,2.173,0.008,0.0015,5e-04,0.0019,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
GEO,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,2.636,0.0821,0.0212,0.0082,0.0276,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
JOR,2021,fpl_2019eq_gr_2021,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.701,0.1689,0.0346,0.0111,0.0426,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
NPL,2021,fpl_2019eq_gr_2021,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.703,0.011,0.0018,5e-04,0.0021,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
THA,2021,fpl_2019eq_gr_2021,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.679,0.0226,0.0037,0.0011,0.0046,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
AFG,2021,fpl_2019eq_gr_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.158,0.5642,0.1912,0.0885,0.2677,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
SLE,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,1.664,0.1066,0.0195,0.0055,0.0232,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
TUR,2021,fpl_2019eq_gr_2021,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,4.734,0.0527,0.0118,0.0042,0.015,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
IND-U,2021,fpl_2019eq_gr_2021,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.361,0.0175,0.003,8e-04,0.0036,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NGA,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.34,0.1007,0.0214,0.0071,0.0266,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
ETH,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.311,0.2092,0.0588,0.0236,0.0771,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
IND-R,2021,fpl_2019eq_gr_2021,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.356,0.0139,0.0019,5e-04,0.0023,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
SDN,2021,fpl_2019eq_gr_2021,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.908,0.4427,0.1311,0.0544,0.175,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
BGD,2021,fpl_2019eq_gr_2021,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.034,0.0906,0.0154,0.0042,0.0183,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
SYR,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,2.484,0.7543,0.3409,0.1858,0.5116,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
COD,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2019,national,,,,consumption,,,1.591,0.4679,0.176,0.0893,0.2582,2.3365,1.6835,,,,,,,,,,,,,,,630.6055,89906890,494.8192,362.7961,TRUE,micro,extrapolation
MOZ,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.814,0.6355,0.2876,0.1653,0.4636,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.621,0.5433,0.2528,0.1507,0.4151,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
ZWE,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.782,0.5202,0.2095,0.1066,0.3037,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BRA,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.519,0.1032,0.0432,0.0249,0.0636,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MEX,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,3.868,0.104,0.032,0.0148,0.0443,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
TZA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.458,0.1861,0.0405,0.0133,0.0501,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
KEN,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.148,0.3149,0.0863,0.0342,0.1132,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
EGY,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,2.732,0.0625,0.0105,0.003,0.0127,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
ZAF,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.614,0.2708,0.0992,0.0496,0.1443,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
YEM,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.94,0.7567,0.3322,0.1779,0.4954,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.463,0.1995,0.0516,0.0199,0.0675,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
BDI,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.759,0.6073,0.2234,0.1082,0.3173,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
MDG,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.511,0.639,0.2672,0.1436,0.4053,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MWI,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.847,0.1391,0.0312,0.0104,0.0386,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
IRN,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.201,0.0388,0.0086,0.003,0.0109,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
LKA,2022,fpl_2019eq_gr_2022,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.819,0.0389,0.0061,0.0015,0.0071,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
NER,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.237,0.1353,0.0272,0.0084,0.0331,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
TCD,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.546,0.138,0.0297,0.0101,0.0371,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
ZMB,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.282,0.4146,0.1816,0.1022,0.2863,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
MMR,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.854,0.0496,0.0081,0.0022,0.0096,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
COL,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.292,0.061,0.0228,0.0134,0.0298,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
SSD,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.25,0.7364,0.3788,0.2359,0.6441,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
ARG,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.078,0.0897,0.0286,0.0137,0.0387,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
HTI,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,1.966,0.2183,0.0671,0.0299,0.0929,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
TGO,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.251,0.2956,0.0918,0.0393,0.1237,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
PNG,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.718,0.2172,0.0745,0.0351,0.1044,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
GHA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.286,0.0885,0.0306,0.0152,0.0455,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
GIN,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.298,0.1589,0.0368,0.0127,0.0464,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
BFA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.146,0.0443,0.0072,0.0019,0.0085,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
PER,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.991,0.0646,0.0187,0.008,0.0256,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
RWA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,0.937,0.06,0.0122,0.004,0.0152,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
CAF,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.59,0.7332,0.3652,0.2213,0.6002,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
MLI,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.507,0.0359,0.006,0.0016,0.007,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
GTM,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,3.641,0.2109,0.0689,0.0322,0.0974,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
COG,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.741,0.4056,0.1652,0.0884,0.2492,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
PHL,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.49,0.0814,0.0152,0.0045,0.0183,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
LBR,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.915,0.6771,0.2751,0.1422,0.4031,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
IDN-R,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,1.971,0.0361,0.0044,9e-04,0.005,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
LBN,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.119,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
IDN-U,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.631,0.0036,3e-04,1e-04,4e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
MRT,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.925,0.124,0.0303,0.0116,0.0393,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
CIV,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.377,0.0187,0.0032,0.001,0.004,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
HND,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.114,0.3078,0.128,0.0711,0.1966,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
JAM,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.574,0.1953,0.0541,0.0221,0.0718,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
SEN,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.586,0.0243,0.0043,0.0013,0.0052,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
BOL,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,5.022,0.0916,0.0335,0.0173,0.0494,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
GMB,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.141,0.1483,0.0377,0.0144,0.0488,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
ECU,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.046,0.0693,0.0226,0.0109,0.0319,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
FJI,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,5.451,0.3208,0.0848,0.0324,0.1092,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
GAB,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,4.068,0.1122,0.0323,0.0143,0.0445,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
LAO,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.171,0.0689,0.0111,0.003,0.0132,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
TLS,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,2,0.1776,0.0328,0.0095,0.0393,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
KAZ,2022,fpl_2019eq_gr_2022,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,3.807,0.0047,6e-04,2e-04,7e-04,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
PRY,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,3.058,0.0307,0.0073,0.0026,0.0092,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
DZA,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.445,0.0047,0.0016,0.0011,0.0014,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNG,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.841,0.0218,0.0036,0.001,0.0043,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
SLB,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.562,0.1082,0.0264,0.0096,0.0336,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
IRQ,2022,fpl_2019eq_gr_2022,Middle East & North Africa,MNA,Iraq,IRQ,2019,national,,,,consumption,,,3.138,0.0061,8e-04,2e-04,9e-04,12.5802,10.7027,,,,,,,,,,,,,,,586.4968,41563520,4854.3865,,TRUE,micro,extrapolation
CRI,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.58,0.034,0.0105,0.0055,0.0141,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
SUR,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,4.215,0.2231,0.1556,0.1361,0.0918,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
LSO,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,1,0.0817,0.0244,0.01,0.0326,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
RUS,2022,fpl_2019eq_gr_2022,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,5.977,0.0243,0.0045,0.0014,0.0055,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
DOM,2022,fpl_2019eq_gr_2022,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,3.007,0.0216,0.0054,0.0025,0.0062,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
NAM,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.391,0.0868,0.0254,0.0108,0.0342,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
BWA,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Botswana,BWA,2019,national,,,,consumption,,,2.145,0.1332,0.035,0.0138,0.0459,9.3453,5.1275,,,,,,,,,,,,,,,5.0087,2499702,6485.4604,2815.3277,TRUE,micro,extrapolation
VUT,2022,fpl_2019eq_gr_2022,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,2.005,0.0774,0.0178,0.0061,0.0221,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
COM,2022,fpl_2019eq_gr_2022,Sub-Saharan Africa,SSA,Comoros,COM,2019,national,,,,consumption,,,2.654,0.2532,0.0918,0.0461,0.134,6.6409,4.5375,,,,,,,,,,,,,,,213.5182,790986,1381.6222,1302.6061,TRUE,micro,extrapolation
